Ticker,Company,Exchange,Sector,Date,Day_of_Week,Month,Quarter,Open,High,Low,Close,Adj Close,Volume,Avg_Volume_30D,Turnover_Value,Daily_Return_Pct,Log_Return,Volatility_30D,MA_50,MA_200,RSI,MACD,MACD_Signal,OBV,Sector_Daily_Return
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-02,Monday,November,4,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,106.1781005859375,122866900,134958733.33333334,13045774066.882324,-0.0008267227225117191,-0.000827064646205391,0.026667027299060085,114.08611251831054,88.51017259597778,27.107418492700802,-1.0905416152438079,-0.06836178758847553,913072400.0,0.0015138044988283934
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-03,Tuesday,November,4,109.66000366210938,111.48999786376952,108.7300033569336,110.44000244140624,107.8083038330078,107624400,132444366.66666667,11602804015.045164,0.015353479089135424,0.015236807127194784,0.026659721931466315,113.78511016845704,88.66557775497436,31.146991813486792,-1.2706933726674094,-0.3088281046042623,1020696800.0,0.013939303529361347
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-04,Wednesday,November,4,114.13999938964844,115.58999633789062,112.3499984741211,114.9499969482422,112.21084594726562,138235500,132028260.0,15511522394.943237,0.04083676264007674,0.040024969114348156,0.026459002709601043,113.59231658935546,88.84162618637085,41.149394698305066,-1.0461571350651155,-0.456293910696433,1158932300.0,0.027875862731504147
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-05,Thursday,November,4,117.9499969482422,119.62000274658205,116.87000274658205,119.02999877929688,116.1936264038086,126387100,130649720.0,14685375479.660797,0.03549372097608727,0.034878338074699235,0.027101081506953444,113.44603744506836,89.03573446273803,50.014320044034136,-0.5406017314637239,-0.47315547484989123,1285319400.0,0.023463309275839395
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-06,Friday,November,4,118.31999969482422,119.1999969482422,116.12999725341795,118.69000244140624,116.0616226196289,114457900,129465603.33333333,13284169595.635223,-0.001136067340913649,-0.001136713154586744,0.02633783703142955,113.32664733886719,89.23029752731323,54.55072592510883,-0.14888082844605321,-0.40830054556912365,1170861500.0,0.00108684672460387
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-09,Monday,November,4,120.5,121.98999786376952,116.0500030517578,116.31999969482422,113.74410247802734,154515300,130027033.33333333,17575204117.62314,-0.019968014312507276,-0.020170069393517055,0.026312796535067167,113.16486053466797,89.42461603164674,48.49505349774277,-0.025153741042046818,-0.3316711846637083,1016346200.0,-0.014362689042448898
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-10,Tuesday,November,4,115.5500030517578,117.58999633789062,114.12999725341795,115.97000122070312,113.40184020996094,138023400,131315073.33333333,15652107552.035522,-0.003009055068437738,-0.0030135913769270876,0.026276037877859076,112.91359542846679,89.60663152694703,48.92583042286211,0.04476711506738695,-0.25638352471748926,878322800.0,-0.013264211073493107
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-11,Wednesday,November,4,117.19000244140624,119.62999725341795,116.44000244140624,119.48999786376952,116.84388732910156,112295000,130302400.0,13120984327.62146,0.03035265664796749,0.02990112873625735,0.026704063289485717,112.63082168579102,89.79779848098755,55.63961826638254,0.37361750340288324,-0.13038331909341477,990617800.0,0.021986567020048604
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-12,Thursday,November,4,119.62000274658205,120.52999877929688,118.56999969482422,119.20999908447266,116.57009887695312,103162300,129870463.33333333,12025639511.373901,-0.00234319876209943,-0.002345948348376652,0.026679013316403797,112.39684646606446,89.98816617965699,56.33119625789022,0.605165395478366,0.01672642382094139,887455500.0,-0.006860377605374131
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-13,Friday,November,4,119.44000244140624,119.66999816894533,117.87000274658205,119.26000213623048,116.61896514892578,81581900,127766126.66666667,9513996752.883148,0.0004192007422438859,0.0004191129021602985,0.02592622334369378,112.3692350769043,90.19618028640747,56.38175497697098,0.7835792540369937,0.17009698986415187,969037400.0,0.00451154874169483
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-16,Monday,November,4,118.91999816894533,120.98999786376952,118.1500015258789,120.3000030517578,117.63597106933594,91183000,127264100.0,10726400750.015259,0.008720759261681144,0.008682953080703864,0.02539387047109624,112.36040222167969,90.41030961990356,55.73148628989827,0.9955611909571047,0.33518983008274245,1060220400.0,0.005421135297207409
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-17,Tuesday,November,4,119.5500030517578,120.66999816894533,118.95999908447266,119.38999938964844,116.74610900878906,74271000,124356526.66666667,8670850262.191772,-0.007564540441651002,-0.007593296688010546,0.02481677353931079,112.49269256591796,90.60764081954956,64.18239278510657,1.0793123311106427,0.4840143302883225,985949400.0,-0.0069469845163028605
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-18,Wednesday,November,4,118.61000061035156,119.81999969482422,118.0,118.02999877929688,115.41622924804688,76322100,123672296.66666667,8808808990.292358,-0.011391212709642162,-0.01145658952814863,0.02477267769383938,112.51052978515625,90.79517175674438,55.427305594887585,1.0265421912730375,0.5925199024852655,909627300.0,-0.013268580035287894
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-19,Thursday,November,4,117.58999633789062,119.05999755859376,116.80999755859376,118.63999938964844,116.01270294189452,74113000,123360156.66666667,8598049453.132627,0.005168022709923559,0.005154714312930881,0.024779553335121284,112.61507110595703,90.98112855911255,73.78057906160299,1.021081525196962,0.6782322270276049,983740300.0,0.005023892989769685
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-20,Friday,November,4,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,114.74149322509766,73604300,122463403.33333333,8445467289.788055,-0.010957504519427896,-0.011017980152526466,0.024689022355075987,112.72327850341797,91.16608625411988,69.75276074159461,0.9037599259319506,0.7233377668084741,910136000.0,-0.011266732301759933
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-23,Monday,November,4,117.18000030517578,117.62000274658205,113.75,113.8499984741211,111.32880401611328,127959300,118721153.33333333,14245555831.739044,-0.02974241586946602,-0.030193692087006667,0.02222287728187624,112.6976333618164,91.33213411331177,57.50353924422626,0.5293047197975653,0.6845311574062923,782176700.0,-0.008083616228384974
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-24,Tuesday,November,4,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894533,112.61954498291016,113874200,113772610.0,12824460589.292908,0.01159395340859004,0.011527258540560099,0.021898152071914548,112.69428833007812,91.50699220657349,51.0043161842097,0.3328612625444691,0.6141971784339277,896050900.0,0.018670236291656428
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-25,Wednesday,November,4,115.5500030517578,116.75,115.16999816894533,116.02999877929688,113.46051788330078,76499200,111298850.0,8679638849.658203,0.007467379667696505,0.007439636813492742,0.021954990560159007,112.77433792114257,91.67683534622192,42.05737481021099,0.24224543751928707,0.5398068302509996,972550100.0,0.0015783286720021013
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-27,Friday,November,4,116.56999969482422,117.48999786376952,116.22000122070312,116.58999633789062,114.00811767578124,46691300,109103253.33333333,5323187224.835204,0.004826346668395098,0.004814737196552017,0.021974909030778648,112.90028656005859,91.85224687576294,44.17310462506852,0.2121726755747062,0.47427999931574094,1019241400.0,0.005760623879366007
AAPL,Apple Inc.,NASDAQ,Technology,2020-11-30,Monday,November,4,116.97000122070312,120.97000122070312,116.80999755859376,119.0500030517578,116.41363525390624,169410200,110903800.0,19721657231.091305,0.021099528938508305,0.020880016251766994,0.02218481593342314,113.1426773071289,92.03958875656127,57.53725642926779,0.378086612755439,0.4550413220036805,1188651600.0,0.005005798429837949
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-01,Tuesday,December,4,121.01000213623048,123.47000122070312,120.01000213623048,122.72000122070312,120.00236511230467,127728200,111140096.66666667,15327686091.537474,0.030827401365580265,0.030361782063619183,0.02230696691597843,113.39358688354493,92.25210187911988,65.74899587281152,0.7900479298746461,0.5220426435778737,1316379800.0,0.019498636633468847
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-02,Wednesday,December,4,122.0199966430664,123.37000274658205,120.88999938964844,123.08000183105467,120.35440063476562,89004200,109959446.66666667,10712047144.976807,0.002933571535290058,0.0029292770111262736,0.02221082776560918,113.61776199340821,92.46076322555543,59.82490978583479,1.1318888561344238,0.6440118860891837,1405384000.0,0.00161212952431522
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-03,Thursday,December,4,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140624,120.2174835205078,78967600,109593500.0,9493286151.65405,-0.0011376161863272394,-0.0011382637627965063,0.022175972503756282,113.9307633972168,92.6727728843689,60.286782774098285,1.3758917623956393,0.7903878613504749,1326416400.0,-0.0010560471727755576
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-04,Friday,December,4,122.5999984741211,122.86000061035156,121.5199966430664,122.25,119.54277801513672,78260400,108802580.0,9355465624.575806,-0.005612374220559824,-0.005628182769497606,0.022116304203351447,114.20879470825196,92.89021585464478,57.96490892615163,1.497559790947932,0.9318222472699664,1248156000.0,0.002196375887606313
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-07,Monday,December,4,122.30999755859376,124.56999969482422,122.25,123.75,121.00955963134766,86712000,108940560.0,10492980934.753418,0.012269930819452934,0.012195265357883872,0.022134746286862194,114.43689666748047,93.13305559158326,58.970346408254514,1.692825756594658,1.084022949134905,1334868000.0,0.003091640443178334
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-08,Tuesday,December,4,124.37000274658205,124.9800033569336,123.08999633789062,124.37999725341795,121.6256103515625,82225500,107953053.33333333,10000726623.962402,0.005090926056516842,0.005078011106618257,0.022132982571749626,114.6249967956543,93.39124448776245,63.16627442971934,1.8756640975988859,1.2423511788277013,1417093500.0,8.039253189203362e-05
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-09,Wednesday,December,4,124.52999877929688,125.9499969482422,121.0,121.77999877929688,119.08318328857422,115089200,108713466.66666667,13705188298.135376,-0.020903714732771528,-0.021125290657264532,0.02245420322143768,114.77923416137695,93.63116983413697,59.28678941236256,1.7947237261518723,1.3528256882925356,1302004300.0,-0.009511767341581693
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-10,Thursday,December,4,120.5,123.87000274658205,120.1500015258789,123.23999786376952,120.51085662841795,81312200,106625946.66666667,9799002876.341246,0.011988874502826041,0.011917577230561452,0.020596940307507958,114.92844421386718,93.90147130966187,60.93161893022612,1.8247446847361743,1.4472094875812636,1383316500.0,0.0005866617769496226
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-11,Friday,December,4,122.43000030517578,122.76000213623048,120.5500030517578,122.41000366210938,119.69923400878906,86939800,104652966.66666667,10406627464.87732,-0.006734850637826306,-0.006757632088442125,0.019682986138260174,115.04228927612304,94.1679091835022,62.323820389820696,1.7627257432037737,1.5103127387057655,1296376700.0,0.008426230425396327
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-14,Monday,December,4,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,119.08318328857422,79184500,100950030.0,9429542327.114105,-0.005146655492963337,-0.00515994514211921,0.0164104836201167,115.21741668701172,94.4003518486023,72.38843252644855,1.6449037145421102,1.5372309338730346,1217192200.0,0.0005786592885771066
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-15,Tuesday,December,4,124.33999633789062,127.9000015258789,124.12999725341795,127.87999725341795,125.048095703125,157243700,102095923.33333333,19663025246.313477,0.05009030032474038,0.04887616078089396,0.01841224409740003,115.44390029907227,94.67414686203003,78.2569856046848,2.0096811358164643,1.6317209742617207,1374435900.0,0.022622579197494514
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-16,Wednesday,December,4,127.41000366210938,128.3699951171875,126.55999755859376,127.80999755859376,124.97962951660156,98208600,101782063.33333333,12274074443.344116,-0.0005475188257643149,-0.0005476687689302334,0.01835143855452365,115.73422302246094,94.93129789352417,77.1427626334772,2.2671113725245107,1.7587990539142788,1276227300.0,0.012791712446346545
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-17,Thursday,December,4,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,125.84992980957033,94359800,100319540.0,11875174206.845095,0.006963537148693133,0.006939403695242,0.017074440349126082,116.00446655273437,95.20472902297973,77.4851624428297,2.5123913662787487,1.909517516387173,1370587100.0,0.0069410508268460775
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-18,Friday,December,4,128.9600067138672,129.10000610351562,126.12000274658205,126.66000366210938,123.8551025390625,192541500,102524686.66666667,23847247225.524902,-0.01585084134354542,-0.01597780941711537,0.016364219912231824,116.2369612121582,95.47291143417358,67.60752241720188,2.5167995407604593,2.0309739212618303,1178045600.0,0.001053797908443214
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-21,Monday,December,4,125.0199966430664,128.30999755859375,123.4499969482422,128.22999572753906,125.39034271240234,121251600,102751143.33333333,15203779678.427124,0.012395453573304627,0.012319258937247762,0.016453658844639167,116.46111389160156,95.77653867721557,64.12091052002467,2.6140410640452103,2.1475873498185063,1299297200.0,0.007259863490071054
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-22,Tuesday,December,4,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,128.95953369140625,168904800,103230793.33333333,21781884246.240234,0.02846464011339589,0.028067049464831573,0.01652770673085337,116.6115916442871,96.07472551345825,69.29820358953582,2.9451595884304993,2.3071017975409047,1468202000.0,0.014973494824509048
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-23,Wednesday,December,4,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,128.05992126464844,88223700,101570803.33333333,11297920075.675964,-0.006975928037321721,-0.007000373576530527,0.016604092401254465,116.80850433349609,96.38045232772828,67.00599555296738,3.099255907242494,2.4655326194812224,1379978300.0,-0.0059042346448681116
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-24,Thursday,December,4,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,129.0475311279297,54930100,99658640.0,7088593789.610291,0.007712091757734685,0.007682505594870263,0.015872456559192144,117.02341171264648,96.72415775299072,70.33470627466944,3.2634511785137192,2.625116331287722,1434908400.0,0.0034442407904563175
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-28,Monday,December,4,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,133.66299438476562,124486200,100369436.66666667,16639198251.58081,0.03576560680002827,0.03514086997677112,0.016886431784337828,117.34,97.05481437683106,73.85689753929637,3.7230889736047175,2.844710859751121,1559394600.0,0.014767253058345956
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-29,Tuesday,December,4,138.0500030517578,138.7899932861328,134.33999633789062,134.8699951171875,131.88328552246094,121047300,101684950.0,15964115627.622986,-0.01331489594780122,-0.013404333967341234,0.01719014577091647,117.65398849487305,97.42001121520997,68.5269589469971,3.8988046135223158,3.05552961050536,1438347300.0,-0.007745388559942594
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-30,Wednesday,December,4,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070312,130.75877380371094,96452100,101860586.66666667,12611958326.792908,-0.008526567368224103,-0.008563126508084126,0.017323362281117874,118.00483779907226,97.76664865493774,72.2263582707528,3.9023381018364205,3.2248913087715723,1341895200.0,-0.006825580286717536
AAPL,Apple Inc.,NASDAQ,Technology,2020-12-31,Thursday,December,4,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,129.75157165527344,99116600,102688773.33333333,12860534627.127075,-0.007702750026927219,-0.007732569432230346,0.01732647250957756,118.3056719970703,98.11576927185058,67.87737574313238,3.7802888047503274,3.3359708079673234,1242778600.0,4.618594065926759e-05
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-04,Monday,January,1,133.52000427246094,133.61000061035156,126.76000213623048,129.41000366210938,126.5442352294922,143301900,104921433.33333333,18134029342.43317,-0.024719056462010003,-0.025029702272275228,0.017887754906144793,118.55485488891601,98.4511489868164,62.119150729563195,3.385730024580667,3.345922651289992,1099476700.0,-0.020171990353166747
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-05,Tuesday,January,1,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,128.10874938964844,97664900,105706496.66666667,12511728198.265076,0.01236337757558803,0.012287575166098505,0.017962771461485866,118.85719467163086,98.81322820663452,65.46061564929283,3.162823505604578,3.309302822152909,1197141600.0,0.00031198403963432025
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-06,Wednesday,January,1,127.72000122070312,131.0500030517578,126.37999725341795,126.5999984741211,123.79642486572266,155088000,108422620.0,19199339939.575195,-0.033661436431712044,-0.0342410262889909,0.019037531639649354,119.08714950561523,99.15966148376465,47.72723557514478,2.6081349773687776,3.169069253196083,1042053600.0,-0.020660802978571164
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-07,Thursday,January,1,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,128.02076721191406,109578200,107809916.66666667,14028285233.700562,0.034123298397133794,0.033554013075033404,0.018853497497656482,119.40139587402344,99.49987297058105,54.797930070549576,2.4808121868247497,3.031417839921817,1151631800.0,0.023523811119603815
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-08,Friday,January,1,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,129.12576293945312,105158200,107519383.33333333,13578632804.3396,0.008631378733342077,0.008594341353763238,0.01882462741365741,119.7074803161621,99.84726150512695,55.13021181823394,2.44093430712158,2.91332113336177,1256790000.0,0.006546432323250251
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-11,Monday,January,1,129.19000244140625,130.1699981689453,128.5,128.97999572753906,126.12371826171876,100384500,108315560.0,12660866395.843508,-0.02324899856848872,-0.023523519778466777,0.019494548126563472,120.05895050048828,100.16394546508789,53.44417474491158,2.1423946913853342,2.7591358449664827,1156405500.0,-0.012823270517818544
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-12,Tuesday,January,1,128.5,129.69000244140625,126.86000061035156,128.8000030517578,125.94772338867188,91951100,109824220.0,11581031708.084106,-0.0013954145617692815,-0.0013963890593264314,0.019515406038002957,120.32646438598633,100.4927470779419,50.882633870224545,1.870041900677876,2.5813170561087615,1064454400.0,-0.007614686871254587
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-13,Wednesday,January,1,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,127.99144744873048,88636800,107131773.33333333,11344752329.223635,0.016226764605754118,0.01609651776192483,0.01938377846120468,120.76097427368164,100.82317914962769,48.38917461972215,1.7983811845364812,2.4247298817943057,1153091200.0,0.005673228997869077
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-14,Thursday,January,1,130.8000030517578,131.0,128.75999450683594,128.91000366210938,126.0552978515625,90221800,105881560.0,11372935871.704102,-0.015127179477703367,-0.015242762367283651,0.01894802041486268,121.15851821899415,101.14456214904786,46.77567324924273,1.5672916962238617,2.253242244680217,1062869400.0,-0.012628513401155375
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-15,Friday,January,1,128.77999877929688,130.22000122070312,127.0,127.13999938964844,124.32447052001952,111598500,106634703.33333333,13874424423.328398,-0.013730698836483146,-0.013825836759031531,0.01915717004421071,121.48884155273437,101.47354410171509,42.58060278879523,1.2303061083205336,2.0486550174082803,951270900.0,-0.00418187512246863
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-19,Tuesday,January,1,127.77999877929688,128.7100067138672,126.94000244140624,127.83000183105467,124.99922943115234,90757300,107027693.33333333,11344592565.251923,0.005427402250823832,0.005412726978352375,0.019166351450904284,121.74460922241211,101.80101663589477,34.467101075041754,1.0060924000727312,1.8401424939411706,1042028200.0,0.005106358529717858
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-20,Wednesday,January,1,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,129.10617065429688,104319500,107896330.0,13468291169.570923,0.0328557323259866,0.03232752145494011,0.019946608786830564,122.00286010742188,102.15329975128174,45.40451183558949,1.1465801917525198,1.7014300335034405,1146347700.0,0.02458680557268574
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-21,Thursday,January,1,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,133.8389892578125,120150900,109010960.0,16080875014.416504,0.03665834544956437,0.036002410593291026,0.02082522455937252,122.35840744018554,102.50366477966308,54.55330204340891,1.6211293166624188,1.685369890135236,1266498600.0,0.011260459877956541
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-22,Friday,January,1,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,135.9903106689453,114459400,110085423.33333333,15565369364.98108,0.016073951417764798,0.015946133335966138,0.020949011910792993,122.8033316040039,102.86847915649415,58.92061637173605,2.1460680391561198,1.777509519939413,1380958000.0,0.002181065318985135
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-25,Monday,January,1,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,139.75502014160156,157611700,111502840.0,22027026308.052063,0.027683659623523038,0.027307395574565255,0.02084009746711305,123.33039520263672,103.24405124664307,68.593400816168,2.8332069045792565,1.988648996867382,1538569700.0,0.017491431240043598
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-26,Tuesday,January,1,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,139.98973083496094,98390600,112072120.0,13773673610.690308,0.0016794437374882953,0.0016780350488429447,0.020815383540029552,123.7933120727539,103.61846462249756,67.37205868506994,3.3579996675054815,2.262519130995002,1636960300.0,0.009552141363986669
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-27,Wednesday,January,1,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,138.91409301757812,140843800,113868920.0,19565188734.14917,-0.007683690874803695,-0.007713362517073755,0.020834877692394078,124.2401919555664,103.98111034393311,74.41564570444233,3.6450884203487135,2.5390329888657446,1496116500.0,0.002301954963756921
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-28,Thursday,January,1,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,134.0541229248047,142621100,115983473.33333333,19118946471.07086,-0.034985435870487636,-0.0356120853948507,0.022023327389932394,124.58889511108399,104.30269290924072,59.548079189252874,3.4407861148012273,2.719383614052841,1353495400.0,-0.010119250897654272
AAPL,Apple Inc.,NASDAQ,Technology,2021-01-29,Friday,January,1,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,129.03775024414062,177523800,116659476.66666667,22907271766.79077,-0.03742050278810083,-0.03813862172506689,0.021523670348470608,124.81693069458008,104.6023762512207,49.876059340243756,2.8413424864725982,2.7437753885367924,1175971600.0,-0.026498748771672426
AAPL,Apple Inc.,NASDAQ,Technology,2021-02-01,Monday,February,1,133.75,135.3800048828125,130.92999267578125,134.13999938964844,131.16946411132812,106239800,116927183.33333333,13935417633.294678,0.016520079303570245,0.016385107264086082,0.021698797199591415,125.10539779663085,104.90997287750244,57.28403502913364,2.5093641974269474,2.696893150314824,1282211400.0,0.02251471490632066
